ID	2024 Tjoelii S-morph Mature Bud Average expression	2024 Tjoelii SC mutant (S) Mature Bud Average expression	2024 Tjoelii L-morph Mature Bud Average expression
Tsubulata_018571	4.283324333	0	0
Tsubulata_018572	0.977871333	0.2743685	0.030315
Tsubulata_018573	0	0	0
Tsubulata_018576	39.99621433	23.1169985	64.40675733
Tsubulata_018577	2.036487667	2.279092	3.127563333
Tsubulata_018578	80.50155633	105.3272745	84.75906633
Tsubulata_018579	18.57558567	16.0148985	18.16350933
Tsubulata_018580	18.53268933	20.6895215	24.34351233
Tsubulata_018581	0	0	0
Tsubulata_018582	0	0	0
Tsubulata_018583	0	0	0
Tsubulata_018584	0	0	0
Tsubulata_018585	8.579453667	7.906044	8.551482667
Tsubulata_018586	9.798881667	18.691288	13.88665767
Tsubulata_018587	0	0	0
Tsubulata_018588	0.899773333	0.7104025	0.541882333
Tsubulata_018589	15.739357	34.9877055	23.30836067
Tsubulata_018590	1.28893	2.8255385	0.231055667
Tsubulata_018591	1.053849	2.6346565	0.845530333
Tsubulata_018592	6.375208667	6.27479	4.770219
Tsubulata_018595	0.070483333	1.3400595	0.503940333
Tsubulata_018598	0	0	0
Tsubulata_018599	76.253202	160.838074	101.4518943
Tsubulata_018602	0	0	0
Tsubulata_018603	0.147413	0.1736345	0
Tsubulata_018604	0	0	0
Tsubulata_018606	0	0	0
Tsubulata_018607	0	0	0
Tsubulata_018609	4.813339333	7.658134	3.627698333
Tsubulata_018610	11.952144	27.961335	13.53009167
Tsubulata_018612	18.41939267	11.8618455	14.11844433
Tsubulata_018614	0	0	0
Tsubulata_018618	0.045078667	0.261317	0.104623333
Tsubulata_018620	0	0	0
Tsubulata_018623	0	0	0
Tsubulata_018628	0	0	0
Tsubulata_018637	24.122181	11.5908845	39.91724667
Tsubulata_018638	1.023645333	2.4012505	1.492901
Tsubulata_018639	47.639787	16.4387575	6.559346333
Tsubulata_018641	72.60819133	118.2304305	53.093953
Tsubulata_018642	0	0	0
Tsubulata_018644	45.62140667	78.416843	48.87803533
Tsubulata_018645	15.66377167	18.5665885	18.903767
Tsubulata_018648	0	0	0
Tsubulata_018649	0	0	0.033909333
Tsubulata_018650	0	0	0
Tsubulata_018651	0	0	0
Tsubulata_018652	0	0	0
Tsubulata_018654	29.097809	24.636776	33.28797967
Tsubulata_018657	5.335139667	5.2673695	3.470798
Tsubulata_018659	0.021937667	0.1183715	0.041873667
Tsubulata_018660	0	0	0
Tsubulata_018661	52.94759233	42.8411825	36.76867467
Tsubulata_018662	1.334744	1.738062	2.251475
Tsubulata_018663	0	0	0
Tsubulata_018664	0.201508	0.8392185	1.313513333
Tsubulata_018665	1.027193667	2.9385295	2.814128333
Tsubulata_018666	11.88139467	9.95535	10.75574233
Tsubulata_018667	1.123778667	3.2422385	1.300640333
Tsubulata_018668	291.1917217	189.3854755	257.591054
Tsubulata_018669	336.4344277	309.4581295	276.7546793
Tsubulata_018670	13.83241833	17.649888	10.73867
Tsubulata_018671	0	0	0
Tsubulata_018672	1.137307333	1.514997	1.33154
Tsubulata_018673	16.11008133	10.391084	17.240191
Tsubulata_018676	86.54922233	100.496998	104.0187223
Tsubulata_018677	2.269541333	0.320846	0.972049667
Tsubulata_018678	0.048738	1.152103	0.119186333
Tsubulata_018682	0	0	0
Tsubulata_018684	0.557043667	1.5713485	0.086779667
Tsubulata_018686	0	0	0
Tsubulata_018690	17.642705	17.338512	16.74932033
Tsubulata_018691	2.686638667	4.398924	4.656627
Tsubulata_018693	56.87949133	58.029198	53.46253567
Tsubulata_018695	0	0	0
Tsubulata_018696	0	0	0
Tsubulata_018697	0	0	0
Tsubulata_018698	0	0	0
Tsubulata_018699	9.097026	12.40161	2.581726667
Tsubulata_018700	9.971546667	14.4997405	7.710730667
Tsubulata_018701	0	0	0.053991
Tsubulata_018702	2.417291667	3.3653185	1.389654333
Tsubulata_018703	0.680772333	1.605954	0.866816
Tsubulata_018708	0	0	0
Tsubulata_018710	45.87176633	78.353462	37.932476
Tsubulata_018711	529.368937	514.9489595	311.2038777
Tsubulata_018713	0	0.07676	0
Tsubulata_018714	63.71321867	37.935486	28.97197033
Tsubulata_018715	3.616182333	7.602583	4.081036333
Tsubulata_018716	0	0	0
Tsubulata_018717	14.53357633	3.789956	5.291684
Tsubulata_018718	0.035884	0	0
Tsubulata_018719	14.33841767	17.2280385	10.46293267
Tsubulata_018721	2.893132667	10.1725165	7.985468
Tsubulata_018722	9.348834667	5.9208615	13.469354
Tsubulata_018723	0.240986333	0.200978	0
Tsubulata_018724	8.029812	12.7225375	8.191449333
Tsubulata_018725	46.538923	21.8313265	61.56001633
Tsubulata_018726	8.036029	9.739542	6.411924
Tsubulata_018727	214.638265	179.0335845	162.5376537
Tsubulata_018728	10.48525233	18.4329585	6.901966667
Tsubulata_018729	0	0	0
Tsubulata_018731	0	0	0
Tsubulata_018732	0.272102333	0.588408	0.249424
Tsubulata_018733	0	0	0
Tsubulata_018735	0	0	0.016022333
Tsubulata_018737	21.72856367	26.436266	18.42142167
Tsubulata_018747	15.61738967	35.826071	14.88087933
Tsubulata_018750	0	0	0
Tsubulata_018751	0	0	0
Tsubulata_018752	0.748404	3.4247725	1.127232333
Tsubulata_018753	0.655608333	1.865592	0.194431667
Tsubulata_018754	0.002287667	0	0.009659667
Tsubulata_018755	198.9036	161.149826	169.2136943
Tsubulata_018756	5.101602	9.915688	4.513943667
Tsubulata_018757	0	0	0
Tsubulata_018759	0	0	0
Tsubulata_018762	0	0	0
Tsubulata_018763	0	0	0
Tsubulata_018766	0	0	0
Tsubulata_018771	0	0	0
Tsubulata_018772	0.194181667	0.1785695	0.369309333
Tsubulata_018774	13.138631	12.1634675	15.01477367
Tsubulata_018776	0.121298667	0.814286	0
Tsubulata_018777	6.959804	9.959473	9.687626
Tsubulata_018778	0	0.7696735	0.505017
Tsubulata_018780	0	0	0
Tsubulata_018781	0	0	0
Tsubulata_018782	0	0	0
Tsubulata_018783	0	0	0
Tsubulata_018785	0.495169667	0.192657	0.472332333
Tsubulata_018786	6.901944333	0.945228	6.541728667
Tsubulata_018788	5.720229333	17.742586	6.593613333
Tsubulata_018791	50.55517333	31.7413505	108.6898933
Tsubulata_018792	0	0	0
Tsubulata_018793	0	0	0
Tsubulata_018794	0	0	0
Tsubulata_018795	9.614432667	14.284381	8.880904
Tsubulata_018796	9.015834333	12.3204505	8.804010667
Tsubulata_018797	43.77946633	65.13378	45.34367133
Tsubulata_018800	0	0	0
Tsubulata_018809	0	0	0
Tsubulata_018810	0	0	0
Tsubulata_018812	0	0	0
Tsubulata_018815	8.125134	13.675861	8.591964333
Tsubulata_018816	0	0	0
Tsubulata_018817	5.141998333	5.620619	3.82916
Tsubulata_018818	0.527967667	13.873989	21.24783067
Tsubulata_018819	0.370803333	0.143961	0.306911333
Tsubulata_018820	0.169100333	1.177917	0.169364
Tsubulata_018821	12.54887467	10.0337735	8.359129
Tsubulata_018822	22.18362667	22.491213	19.37102633
Tsubulata_018824	0	0	0
Tsubulata_018825	8.573448333	14.746019	8.714467667
Tsubulata_018826	0	0	0
Tsubulata_018829	0	0	0
Tsubulata_018832	0	0	0
Tsubulata_018835	2.850288667	4.5031145	6.643114667
Tsubulata_018838	0.719908	0.520626	0.343541667
Tsubulata_018839	20.743336	25.65032	29.454003
Tsubulata_018842	105.645256	79.283718	110.0458733
Tsubulata_018843	151.8417513	143.352173	97.409874
Tsubulata_018845	256.426168	212.0082775	270.518219
Tsubulata_018846	126.2832183	159.964096	98.083468
Tsubulata_018847	0.078984667	0	0
Tsubulata_018848	18.13396667	24.2531415	17.318771
Tsubulata_018849	10.08288167	20.7689555	8.935456333
Tsubulata_018850	52.571945	65.083994	47.91546667
Tsubulata_018851	43.069621	47.3345905	35.19290033
Tsubulata_018852	285.4027607	251.719307	368.5309247
Tsubulata_018853	1.090171	8.5658805	4.033755
Tsubulata_018856	0	0	0
Tsubulata_018857	0.177636	1.0274485	0.365868333
Tsubulata_018858	0	0	0
Tsubulata_018860	46.930756	51.0698775	87.57932267
Tsubulata_018861	0	0	0
Tsubulata_018862	0	0	0
Tsubulata_018864	0	0	0
Tsubulata_018865	0	0.230043	0
Tsubulata_018866	77.85264833	86.2497025	64.627566
Tsubulata_018867	379.727885	141.278862	2.746787
Tsubulata_018868	0	0	0
Tsubulata_018869	12.848308	14.6533375	15.68449267
Tsubulata_018870	1392.042114	1628.167908	1494.465454
Tsubulata_018871	253.7354177	200.8366315	261.0983223
Tsubulata_018872	161.4569753	189.0875245	187.0653583
Tsubulata_018873	0	0	0
Tsubulata_018874	148.385661	135.9535675	180.991867
Tsubulata_018875	3.840019	8.4640775	3.82573
Tsubulata_018876	20.02376167	20.340524	17.447579
Tsubulata_018877	0.084401	0.6390285	0.079434333
Tsubulata_018878	1.768847333	5.5080415	3.530589667
Tsubulata_018879	27.03709833	24.175559	20.55189667
Tsubulata_018880	0.552145	2.5268625	0.514188
Tsubulata_018883	0	0	0
Tsubulata_018884	64.909161	105.4062615	61.76056567
Tsubulata_018885	39.69340633	57.1114425	38.752626
Tsubulata_018887	0.384386333	0	0
Tsubulata_018888	0.100338667	0.0830905	0.070160333
Tsubulata_018890	0.360696667	0.0542275	0
Tsubulata_018893	0	0	0
Tsubulata_018895	36.149642	41.611435	28.63931367
Tsubulata_018896	3.047158667	7.621331	2.872021
Tsubulata_018897	0	0	0
Tsubulata_018898	0	0	0
Tsubulata_018899	31.24973867	38.8783285	28.20390133
Tsubulata_018901	17.22821367	19.3127775	14.586661
Tsubulata_018902	2.550137333	0	1.899313333
Tsubulata_018904	0	0	0
Tsubulata_018907	0	0	0
Tsubulata_018908	0	0	0
Tsubulata_018916	0.389146	0.0937075	0.652717
Tsubulata_018918	0	0	0
Tsubulata_018919	0	0	0
Tsubulata_018920	1.991321667	2.6070475	1.179578333
Tsubulata_018921	0.209008	1.164233	0.156745333
Tsubulata_018922	0.787229	3.6542695	0.458833
Tsubulata_018923	74.681624	49.7915725	104.439517
Tsubulata_018924	29.54964067	37.9847735	27.99463167
Tsubulata_018925	24.19425	38.728325	20.30877933
Tsubulata_018927	11.08139267	21.6392085	11.772226
Tsubulata_018928	15.68274667	26.4155215	25.107343
Tsubulata_018930	14.562507	24.4896185	11.083209
Tsubulata_018931	23.632655	9.5947765	12.17954633
Tsubulata_018932	12.93092533	7.0406385	2.116184667
Tsubulata_018933	0	0	0
Tsubulata_018941	0.01232	0.0610575	0.052268333
Tsubulata_018943	0.095396333	0	0.518855667
Tsubulata_018944	0	0	0
Tsubulata_018948	14.64346967	25.9416465	17.892082
Tsubulata_018949	18.159062	18.7268105	12.78351267
Tsubulata_018950	371.1726787	268.4700775	340.1560567
Tsubulata_018951	10.71216267	20.1303425	5.955456667
Tsubulata_018952	3.468693333	8.25052	3.644949
Tsubulata_018953	0	0	0
Tsubulata_018956	24.44253967	27.6553075	16.211308
Tsubulata_018958	2.269270333	2.0619995	0.568024667
Tsubulata_018959	7.185492	6.7852415	6.388278
Tsubulata_018961	0	0	0
Tsubulata_018962	27.64951	28.0070935	23.968022
Tsubulata_018964	0.080301333	0.1372535	10.71057333
Tsubulata_018969	0	0	0
Tsubulata_018972	21.03564033	40.304739	28.48281367
Tsubulata_018973	36.892423	42.7923395	14.95076933
Tsubulata_018976	2.825121	6.255109	1.199438667
Tsubulata_018983	0	0	0
Tsubulata_018987	0	0	0
Tsubulata_018991	0	0	0
Tsubulata_018992	60.24327867	58.871065	104.733963
Tsubulata_018995	0	0	0
Tsubulata_018996	0	0	0
Tsubulata_018997	0	0	0
Tsubulata_018998	26.42819933	40.865423	22.05178667
Tsubulata_018999	76.85477467	61.9307825	81.69905833
Tsubulata_019000	22.156781	38.269745	16.68910167
Tsubulata_019002	1.857833	4.922547	1.857763333
Tsubulata_019005	0	0	0
Tsubulata_019006	3.0175	6.907139	2.85026
Tsubulata_019007	181.8784077	159.2158355	146.1306557
Tsubulata_019018	0	0.513129	0
Tsubulata_019019	0	0	0
Tsubulata_019022	0	0	0
Tsubulata_019023	0	0.1382225	0
Tsubulata_019024	3.643384667	5.820665	4.046603667
Tsubulata_019025	0	0	0
Tsubulata_019028	0	0	0
Tsubulata_019029	3.666079333	3.681142	3.733027667
Tsubulata_019030	2.161982333	3.050212	2.806117
Tsubulata_019031	0	0	0
Tsubulata_019037	0	0	0
Tsubulata_019039	64.19611	14.2992835	1.249104333
Tsubulata_019040	0	0	0
Tsubulata_019042	0	0	0
Tsubulata_019043	0	0	0
Tsubulata_019044	30.42972633	50.0478285	31.93126433
Tsubulata_019046	173.4079233	144.3493045	91.37410467
Tsubulata_019047	0	0	0
Tsubulata_019048	0.629615	1.835144	2.095612333
Tsubulata_019049	7.702940333	10.5598785	7.032816667
Tsubulata_019050	2.658249333	3.45661	2.683698333
Tsubulata_019051	143.3581493	147.464546	132.143885
Tsubulata_019052	0	0	0
Tsubulata_019053	66.06069833	81.211109	53.64985133
Tsubulata_019055	340.5163063	236.047737	401.0290527
Tsubulata_019056	1.126425	1.5949745	1.350565667
Tsubulata_019058	1.346524	3.048638	1.829296667
Tsubulata_019060	3.057703333	5.215165	3.594308333
Tsubulata_019061	0	0.26966	0
Tsubulata_019062	1.078232667	9.2533965	2.31308
Tsubulata_019063	23.81816933	10.821413	25.64783767
Tsubulata_019064	60.263484	71.112175	57.401189
Tsubulata_019065	0.390897	0.5283765	2.272468667
Tsubulata_019066	0	0.0832225	0
Tsubulata_019067	0	0	0
Tsubulata_019068	0	0	0
Tsubulata_019069	0.063436333	0	0.004376
Tsubulata_019070	0	0	0
Tsubulata_019072	0	0	0
Tsubulata_019073	0	0	0
Tsubulata_019083	0	0	0
Tsubulata_019085	0	0	0
Tsubulata_019096	40.30728033	43.716339	26.35267867
Tsubulata_019099	0	0.0477015	0.033630667
Tsubulata_019103	0	0	0
Tsubulata_019106	12.56975833	15.771685	12.04183633
Tsubulata_019108	4.606066333	6.725916	5.184497333
Tsubulata_019110	0	0	0
Tsubulata_019113	0	0	0
Tsubulata_019114	20.182399	32.288452	18.41849067
Tsubulata_019115	3.053812333	4.958383	1.113239667
Tsubulata_019116	0	0.483374	0
Tsubulata_019117	15.16712433	15.338719	8.779592333
Tsubulata_019118	46.249514	28.6131985	34.84399433
Tsubulata_019120	0.074928	0.171271	0.056332
Tsubulata_019121	0	0	0
Tsubulata_019124	0.958204667	2.2920895	1.227463
Tsubulata_019127	0	0	0
Tsubulata_019128	0	0	0
Tsubulata_019129	17.32079233	31.3576795	25.815207
Tsubulata_019131	729.2582803	358.2661285	424.643972
Tsubulata_019132	4.763773667	4.837932	3.270235
Tsubulata_019133	24.462139	21.70712	22.91058233
Tsubulata_019134	8.111845333	11.047781	11.16822333
Tsubulata_019138	0	0	0
Tsubulata_019139	0	0	0
Tsubulata_019141	0	0	0
Tsubulata_019142	0	0	0
Tsubulata_019143	0	1.70901	0.956289667
Tsubulata_019145	0.044925333	1.3698805	0.872610667
Tsubulata_019146	0	0	0
Tsubulata_019150	4.037114667	6.6112645	0.578218333
Tsubulata_019151	0.850739	0.520296	0.186077333
Tsubulata_019152	1.50014	4.067903	1.622576
Tsubulata_019153	3.038191667	1.398061	6.313985
Tsubulata_019154	0	0	0
Tsubulata_019155	1.034007	0.232858	0.811099333
Tsubulata_019156	0	0	0
Tsubulata_019157	1.175849	0	1.944289667
Tsubulata_019158	57.15632	67.655777	50.39501933
Tsubulata_019159	109.6754203	153.0830765	94.728269
Tsubulata_019160	0	0	0
Tsubulata_019162	11.38293667	18.1179495	11.736572
Tsubulata_019163	303.050659	280.5030975	202.0887707
Tsubulata_019164	7.999097	14.3208695	6.767082333
Tsubulata_019165	4.916621667	6.5585745	4.739887667
Tsubulata_019166	64.66179533	66.603008	76.346499
Tsubulata_019167	14.64448567	15.4677455	8.588889333
Tsubulata_019168	1.467629333	1.334203	0.674805667
Tsubulata_019170	0	0	0
Tsubulata_019171	1.228765333	1.110789	0.498639667
Tsubulata_019172	0	0	0
Tsubulata_019174	1.132845333	2.087315	1.657381333
Tsubulata_019175	0	0.222211	0
Tsubulata_019176	0	0	0
Tsubulata_019178	0	0	0
Tsubulata_019179	0	0	0
Tsubulata_019180	0	0	0
Tsubulata_019187	0	0	0
Tsubulata_019191	0	0	0
Tsubulata_019194	0	0	0
Tsubulata_019196	0.079948667	0.0023205	0.160236333
Tsubulata_019197	0	0	0
Tsubulata_019202	1.417252333	1.3128145	0.126439333
Tsubulata_019204	0	0	0
Tsubulata_019205	0	0	0
Tsubulata_019208	0	0	0
Tsubulata_019210	0	0	0
Tsubulata_019211	850.6572063	603.5324095	1088.782939
Tsubulata_019212	12.88667467	20.8343535	21.36502133
Tsubulata_019213	13.33469833	17.5965165	14.148195
Tsubulata_019214	11.04025167	11.4221515	3.348305333
Tsubulata_019215	0.321270333	0.439179	0
Tsubulata_019217	342.6282657	333.42897	386.8012897
Tsubulata_019218	0.151339	1.03898	0.241010667
Tsubulata_019219	6.314754333	5.2376465	5.536877
Tsubulata_019222	14.07576867	5.4176905	5.222499
Tsubulata_019224	1.062546	3.2614905	1.928064667
Tsubulata_019225	2.603419667	3.615814	2.420482667
Tsubulata_019226	47.65581267	40.3126045	29.54078533
Tsubulata_019228	18.484808	27.9660575	18.24507733
Tsubulata_019229	0	0	0
Tsubulata_019230	0	0	0
Tsubulata_019231	0.113616333	0	0
Tsubulata_019232	83.44613667	91.6412165	77.316045
Tsubulata_019234	0.065486	0.1916325	0.133131667
Tsubulata_019235	0	0	0
Tsubulata_019237	27.266756	31.095749	29.80159533
Tsubulata_019238	15.96053567	19.9441255	20.31919167
Tsubulata_019239	0	0	0
Tsubulata_019243	9.915344	17.996762	10.93771767
Tsubulata_019244	10.70113367	7.9893415	14.82187933
Tsubulata_019245	0.220527333	2.2657895	0.815597333
Tsubulata_019246	0.217555667	0.1462125	0.342605333
Tsubulata_019250	25.62095333	70.0295185	9.511860333
Tsubulata_019256	1.240629	2.347237	0.692122
Tsubulata_019257	8.310661667	19.7872515	2.812072
Tsubulata_019263	0	0	0
Tsubulata_019265	0	0	0
Tsubulata_019266	0	2.447559	0.267494333
Tsubulata_019267	0	0	0
Tsubulata_019270	2.612842667	3.1612315	1.102364667
Tsubulata_019271	13.503491	4.6607825	6.321896333
Tsubulata_019272	4.191648667	1.821253	2.912126
Tsubulata_019273	50.377537	55.5292625	41.587461
Tsubulata_019275	2.849860333	1.9909955	1.366101
Tsubulata_019276	0.114642333	0.1853555	0
Tsubulata_019277	0.179031	0.470201	0
Tsubulata_019278	10.03884467	25.8068685	11.960815
Tsubulata_019285	4.749564	2.8548805	1.827317667
Tsubulata_019286	6.942303333	6.8768025	5.834795667
Tsubulata_019287	1.712837667	0.6063305	1.091334333
Tsubulata_019288	9.449449333	8.3537565	5.395287
Tsubulata_019289	13.82490133	26.1771985	10.47649
Tsubulata_019291	1.000357667	2.0051895	0.963045
Tsubulata_019292	0	0	0
Tsubulata_019293	16.474807	50.1719055	16.43344367
Tsubulata_019295	80.444522	63.4318945	120.8443297
Tsubulata_019300	0	0	0
Tsubulata_019304	4.926401333	4.3201165	3.025536
Tsubulata_019305	20.141074	24.6403455	15.19427967
Tsubulata_019307	36.82039767	30.5266835	37.40539333
Tsubulata_019308	0.066917333	0.199397	0.132431667
Tsubulata_019309	62.369827	57.2778225	46.45755
Tsubulata_019310	125.0107013	143.369957	115.268659
Tsubulata_019311	0	0	0
Tsubulata_019312	137.2516173	166.792259	120.2985587
Tsubulata_019313	0.816685	0.504107	0
Tsubulata_019315	0.028095333	0.7792275	1.915041667
Tsubulata_019316	0.132004333	0	0.104061333
Tsubulata_019318	0.420360333	0	0.131826333
Tsubulata_019319	0	0.632425	0.07014
Tsubulata_019320	0	0	0
Tsubulata_019321	0	0	0
Tsubulata_019324	0	0	0
Tsubulata_019325	0	0	0
Tsubulata_019329	0	0	0
Tsubulata_019331	0	0	0
Tsubulata_019335	0	0	0
Tsubulata_019336	0	0	0
Tsubulata_019337	0	0	0
Tsubulata_019338	0	0	0
Tsubulata_019339	0	0	0
Tsubulata_019341	18.10864133	25.429	14.19520367
Tsubulata_019346	5.074502333	10.3914035	5.653826333
Tsubulata_019347	65.87475833	68.4087375	69.20617667
Tsubulata_019348	120.151942	93.866627	102.9065017
Tsubulata_019350	0	0	0
Tsubulata_019352	0	0	0
Tsubulata_019353	25.35396767	26.6641085	17.32515267
Tsubulata_019354	0.660342333	2.491041	1.432740667
Tsubulata_019357	0	0	0
Tsubulata_019358	14.826707	29.562807	15.04714433
Tsubulata_019360	0.332425	0.356293	0.067829
Tsubulata_019362	79.98988333	135.955452	68.68904367
Tsubulata_019363	31.486335	47.672735	24.10496267
Tsubulata_019364	964.2638147	1048.564454	943.162496
Tsubulata_019365	31.235732	42.555618	26.48484067
Tsubulata_019366	0.772704	1.011625	0.656594333
Tsubulata_019367	4.936882333	8.774529	7.915974
Tsubulata_019368	12.43924467	18.633072	15.681898
Tsubulata_019369	4.855755333	8.3540265	5.986669667
Tsubulata_019370	0	3.4183245	0
Tsubulata_019371	8.39893	21.421981	9.453614
Tsubulata_019372	213.3845777	154.873642	108.3988267
Tsubulata_019374	49.46009167	65.3674775	60.55904767
Tsubulata_019375	99.46933	70.3943215	200.7847747
Tsubulata_019376	0	0	0
Tsubulata_019377	6.805029	6.0486855	1.900165
Tsubulata_019379	12.60533333	11.3701875	10.49773367
Tsubulata_019380	0.047772333	0.3408665	0
Tsubulata_019381	1.538995333	2.422951	1.169559
Tsubulata_019382	0.024891	0.1074165	0.052399333
Tsubulata_019384	3.246948333	2.7778075	2.088060333
Tsubulata_019389	2.576743	3.2548835	1.926881667
Tsubulata_019390	0	0	0
Tsubulata_019392	0	0	0
Tsubulata_019393	0.250288	0.527803	0.212999667
Tsubulata_019399	0	0	0
Tsubulata_019400	0	0	0
Tsubulata_019403	0.743296333	0.968211	1.057521333
Tsubulata_019406	0	0	0
Tsubulata_019407	9.414382667	11.8795735	12.47340867
Tsubulata_019411	0	0	0
Tsubulata_019412	1.242411667	2.3883705	0.294878667
Tsubulata_019413	10.01042	13.060645	19.716226
Tsubulata_019415	1.408412333	0.9074345	0.294042667
Tsubulata_019417	3.290567333	6.0035055	3.663054333
Tsubulata_019419	44.41616067	35.833624	29.33057433
Tsubulata_019420	59.14933	108.5490075	143.124191
Tsubulata_019422	15.18722833	18.535613	11.024555
Tsubulata_019423	3807.392985	3054.148071	3841.353516
Tsubulata_019426	110.7398303	131.3690035	66.891027
Tsubulata_019427	19.998449	21.355356	16.60194967
Tsubulata_019428	1.965878	3.106089	0.927116
Tsubulata_019429	0.912995	5.922843	7.524847333
Tsubulata_019430	0.725217	1.280735	0.398258667
Tsubulata_019431	0	0	0
Tsubulata_019432	7.074938333	16.7535155	10.51519667
Tsubulata_019433	0	0	0
Tsubulata_019435	0.500871333	1.7747225	0.299528667
Tsubulata_019436	38.625052	40.4662245	36.49015167
Tsubulata_019438	12.90233533	31.19341	12.638016
Tsubulata_019439	0.240999	0.8694615	0.071509667
Tsubulata_019440	0	2.057909	1.605544333
Tsubulata_019441	26.25558933	35.2995795	14.342942
Tsubulata_019442	6.350653	11.7707005	8.169948
Tsubulata_019443	2.933636667	1.0435035	2.288227333
Tsubulata_019444	22.686387	34.156954	22.14085567
Tsubulata_019445	184.79864	223.5263675	249.7173207
Tsubulata_019446	16.72455467	19.8351825	16.689888
Tsubulata_019447	0	0	0
Tsubulata_019448	20.83457	29.1332185	17.14787933
Tsubulata_019451	35.74836333	32.1813975	35.456937
Tsubulata_019453	77.94052133	70.6859705	92.52090467
Tsubulata_019454	1.803143667	6.6142625	2.834446667
Tsubulata_019456	1.319951667	1.848213	1.356198
Tsubulata_019458	0	0	0
Tsubulata_019459	0.773349333	1.074704	0.762230667
Tsubulata_019460	79.64219933	86.9250645	72.26052867
Tsubulata_019461	39.55715533	42.2112215	48.524005
Tsubulata_019462	20.609017	17.3794385	26.84401067
Tsubulata_019469	9.931316667	11.1716315	7.848151
Tsubulata_019470	0	0	0
Tsubulata_019472	3.911829	0	0
Tsubulata_019473	20.732577	28.3641345	22.82238733
Tsubulata_019474	17.771392	20.2742425	21.38209533
Tsubulata_019480	0.117697	0.0205615	0.066829333
Tsubulata_019481	0	0	0.022118333
Tsubulata_019483	0	0	0
Tsubulata_019484	0	0	0
Tsubulata_019486	0	0	0
Tsubulata_019490	0	0	0
Tsubulata_019493	0	0	0
Tsubulata_019494	0	0	0
Tsubulata_019495	0.020293667	0	0.026226
Tsubulata_019497	0	0	0
Tsubulata_019498	0	0	0
Tsubulata_019499	0	0	0
Tsubulata_019500	0	0	0
Tsubulata_019502	0	0	0
Tsubulata_019503	1.690942667	9.355392	1.853496
Tsubulata_019504	2.589713667	2.5330425	2.092792667
Tsubulata_019506	0	0	0
Tsubulata_019509	0	0	0
Tsubulata_019510	4.329218	0.3368795	0.557480667
Tsubulata_019511	8.764086	4.9200895	10.099537
Tsubulata_019512	38.762923	23.6631435	43.291332
Tsubulata_019515	12.24232867	20.67798	10.75347533
Tsubulata_019516	9.297047	10.3265435	8.670528
Tsubulata_019519	52.20973333	43.99564	52.598602
Tsubulata_019523	0	0	0
Tsubulata_019526	0	0	0
Tsubulata_019527	0	0	0
Tsubulata_019529	0	0	0
Tsubulata_019531	0.723972333	3.6871075	0.363926
Tsubulata_019537	98.43412033	102.7667505	43.428631
Tsubulata_019538	5.906226667	4.8768685	4.287073
Tsubulata_019539	23.565746	18.562647	15.769139
Tsubulata_019540	21.77127267	19.9178695	18.32202533
Tsubulata_019541	339.4280393	322.858597	288.28302
Tsubulata_019542	0	0	0
Tsubulata_019543	0	0	0
Tsubulata_019547	1156.96403	765.3251345	657.4158933
Tsubulata_019548	22.08632767	18.78933	25.361951
Tsubulata_019549	0	0	0.046655
Tsubulata_019550	5.149730667	2.928153	1.393924333
Tsubulata_019554	0	0	0
Tsubulata_019557	0	0	0
Tsubulata_019558	0	0	0
Tsubulata_019562	0	0	0
Tsubulata_019563	0	0	0
Tsubulata_019565	0	0	0
Tsubulata_019569	11.93072767	4.7876505	19.13402967
Tsubulata_019572	0	0	0
Tsubulata_019573	0	0	0
Tsubulata_019574	0	0	0
Tsubulata_019575	0	0	0
Tsubulata_019576	0	0	0
Tsubulata_019579	0.537143333	1.0993355	0.487756
Tsubulata_019580	0	0.3285435	3.831702333
Tsubulata_019586	1.372393	6.948367	0.636538333
Tsubulata_019587	538.435771	423.020584	586.5614013
Tsubulata_019588	391.9276427	317.5930785	462.3766073
Tsubulata_019589	9.041469667	7.035847	3.955297333
Tsubulata_019591	67.17214467	46.226349	84.968768
Tsubulata_019592	26.97358467	44.558716	35.98234667
Tsubulata_019593	1.506754333	0.8758405	0.976985
Tsubulata_019594	120.0227637	135.764397	108.775973
Tsubulata_019595	15.392736	29.357728	18.77991067
Tsubulata_019596	0.18575	0.6780225	0.763366667
Tsubulata_019598	6.659521	4.8842625	8.070274333
Tsubulata_019599	0	0	0
Tsubulata_019600	0	0	0
Tsubulata_019601	0	0	0
Tsubulata_019602	19.519357	28.3539315	21.11483633
Tsubulata_019603	11.77487	10.883351	8.659066667
Tsubulata_019604	0	0	0
Tsubulata_019605	0	0	0
Tsubulata_019606	0.406614	0.208514	0.764379
Tsubulata_019608	26.162749	31.17669	19.69287467
Tsubulata_019609	0.263936	0.138746	0.523361
Tsubulata_019610	24.86786333	29.531744	19.688221
Tsubulata_019611	14.5428	12.685621	10.14393067
Tsubulata_019615	65.37482333	100.9873735	82.500173
Tsubulata_019616	0.295697333	1.067788	0.124914333
Tsubulata_019617	0	0.2494835	0
Tsubulata_019622	55.63747033	91.30172	52.020851
Tsubulata_019626	3.8901	7.0082055	4.259620667
Tsubulata_019627	0	0	0
