ID	2024 Tjoelii S-morph Mature Bud Average expression	2024 Tjoelii SC mutant (S) Mature Bud Average expression	2024 Tjoelii L-morph Mature Bud Average expression
Tsubulata_014583	17.82854133	20.655699	13.00034867
Tsubulata_014584	28.33641567	42.2934605	30.33307
Tsubulata_014585	0.106482	0	0
Tsubulata_014586	0	0	0
Tsubulata_014590	45.18839	47.2078745	45.016126
Tsubulata_014591	23.519534	27.9504375	20.95795033
Tsubulata_014592	0	0	0
Tsubulata_014593	0	0	0
Tsubulata_014594	0	0	0
Tsubulata_014595	0	0	0
Tsubulata_014597	0	0	0
Tsubulata_014598	0	0	0
Tsubulata_014599	0	0	0
Tsubulata_014600	0	0	0
Tsubulata_014601	249.178019	209.691864	224.5521243
Tsubulata_014603	6.945242667	6.2774575	3.548405333
Tsubulata_014604	0	0	0
Tsubulata_014605	0	0.9055185	0
Tsubulata_014610	1.678364333	3.3714255	1.129695
Tsubulata_014612	0	0	0
Tsubulata_014613	0	0	0
Tsubulata_014616	0	0	0
Tsubulata_014618	0	0	0
Tsubulata_014619	0	0	0
Tsubulata_014620	0	0	0
Tsubulata_014622	0	0	0
Tsubulata_014623	0	0	0
Tsubulata_014624	0	0	0
Tsubulata_014625	9.365798	11.808961	12.32483267
Tsubulata_014626	0.764252	0.7124385	1.070513333
Tsubulata_014627	2.236065333	3.268021	3.401924667
Tsubulata_014628	78.25642667	121.0462455	73.10756933
Tsubulata_014629	8.420386	9.423849	6.174441333
Tsubulata_014630	118.189049	109.6231345	195.4238333
Tsubulata_014634	70.676127	60.682947	109.3728483
Tsubulata_014635	59.55848833	81.487812	80.12400033
Tsubulata_014636	42.74589667	53.176851	38.30576233
Tsubulata_014637	0.990764667	1.6495635	2.090869667
Tsubulata_014638	15.77387667	18.261241	20.68754733
Tsubulata_014639	112.2397717	102.5755765	93.55768333
Tsubulata_014640	4.928254667	1.829957	5.195908333
Tsubulata_014641	3.792654	1.1710295	0.111756
Tsubulata_014642	6.08743	11.4888115	8.509485
Tsubulata_014643	84.52471167	73.543987	88.94729867
Tsubulata_014644	2.001069	1.7675065	1.527896333
Tsubulata_014645	61.98855467	66.754768	102.3539353
Tsubulata_014646	47.003137	61.4168795	51.656652
Tsubulata_014647	0.048790667	1.5523985	0.709287
Tsubulata_014648	0	0	0
Tsubulata_014649	38.66091	39.11286	32.60118367
Tsubulata_014650	0	1.5289995	0.316274
Tsubulata_014651	7.226103333	10.489607	4.574367333
Tsubulata_014652	15.41864233	26.826563	13.585492
Tsubulata_014653	7.179012	13.551312	8.258233667
Tsubulata_014654	15.46134667	17.5771855	13.756668
Tsubulata_014655	114.3192747	97.1910285	146.8182017
Tsubulata_014656	0	0	0
Tsubulata_014657	299.0603433	68.3106955	20.159969
Tsubulata_014658	0.083805	0	0.495093667
Tsubulata_014659	7.620796333	7.9886155	6.064955667
Tsubulata_014663	21.074561	11.1447565	15.79121267
Tsubulata_014664	0	0	0
Tsubulata_014666	0	0	0
Tsubulata_014667	0	0	0
Tsubulata_014668	0	0	0
Tsubulata_014671	12.37551867	19.3982455	16.359262
Tsubulata_014680	0	0	0
Tsubulata_014686	7.339133333	6.6852135	7.344703333
Tsubulata_014689	0	0	0
Tsubulata_014692	54.13604867	48.248951	49.182617
Tsubulata_014693	198.1743827	113.6152	173.347468
Tsubulata_014694	60.176431	60.695223	39.345506
Tsubulata_014695	0	0	0
Tsubulata_014696	0	0	0
Tsubulata_014698	5.969264333	7.8912485	5.882324333
Tsubulata_014700	70.10934433	48.1327915	44.030566
Tsubulata_014702	7.084040667	7.531419	6.597435
Tsubulata_014703	0	0	0
Tsubulata_014706	111.724261	116.3577005	60.74050533
Tsubulata_014708	23.154738	19.001291	17.138124
Tsubulata_014709	6.350649333	12.1965145	11.126364
Tsubulata_014710	0	0	0
Tsubulata_014711	62.232245	76.3396875	76.815661
Tsubulata_014712	10.821056	21.119462	7.965889333
Tsubulata_014713	7.115732667	24.2845335	7.396169667
Tsubulata_014714	31.18973267	30.9027675	34.39452033
Tsubulata_014715	20.73078267	23.7750225	13.634574
Tsubulata_014717	0	0	0
Tsubulata_014718	5.136	17.4302185	5.7705
Tsubulata_014719	1.598843	75.03447	15.614788
Tsubulata_014720	1.870107333	8.401314	2.381814
Tsubulata_014721	7.242788667	4.8000545	2.676142333
Tsubulata_014722	310.417521	248.1738055	423.568217
Tsubulata_014723	0.541955667	0.050295	0.402087333
Tsubulata_014724	19.50849333	10.7063445	18.356203
Tsubulata_014725	65.70350633	43.637203	78.79484267
Tsubulata_014726	0.130651333	0	0.084609
Tsubulata_014728	8.009383	15.6872035	6.156939
Tsubulata_014729	2.228731333	15.103647	0.705375333
Tsubulata_014730	15.26471567	21.936338	21.36291633
Tsubulata_014732	44.258784	34.8671815	36.26642233
Tsubulata_014733	0	0	0
Tsubulata_014735	0	0	0
Tsubulata_014737	0.356015333	0.0722285	0
Tsubulata_014738	2.137534	7.9701845	8.054018333
Tsubulata_014739	0.063559	0	0
Tsubulata_014740	63.087864	58.3200855	105.7662533
Tsubulata_014742	0	0	0
Tsubulata_014743	0	0.395319	0.065674667
Tsubulata_014744	0.003393667	0.025635	0
Tsubulata_014746	0	0	0
Tsubulata_014749	145.753072	95.8793525	239.4035033
Tsubulata_014750	29.96630667	12.929378	31.11167333
Tsubulata_014751	0	0	0
Tsubulata_014752	48.36056533	59.4866775	55.20274367
Tsubulata_014753	0	0	0.10989
Tsubulata_014757	0	0	0
Tsubulata_014760	28.502854	40.906673	29.94802133
Tsubulata_014761	13.60058233	20.1765155	11.241873
Tsubulata_014763	2.770539333	8.5381455	3.234191
Tsubulata_014778	0	0	0
Tsubulata_014780	21.14795567	33.5136995	27.79572233
Tsubulata_014783	0	0	0
Tsubulata_014784	21.00482267	17.8335035	12.10624567
Tsubulata_014786	2.456295333	7.920096	5.789534333
Tsubulata_014787	15.57615233	24.642985	11.438676
Tsubulata_014788	0.123163	4.038972	0.607286667
Tsubulata_014789	0.897641	2.1686385	0.829862333
Tsubulata_014790	17.96408967	28.0305445	13.26675333
Tsubulata_014796	0	0	0
Tsubulata_014797	0	0	0
Tsubulata_014801	0	0	0
Tsubulata_014804	0	0	0
Tsubulata_014810	8.069423	9.4324065	8.968125667
Tsubulata_014813	0	0	0
Tsubulata_014814	0	0	0
Tsubulata_014816	0.147533667	3.0901455	1.717083667
Tsubulata_014820	11.613886	10.924521	12.763474
Tsubulata_014821	2.870775333	3.64454	3.850658333
Tsubulata_014822	0	0	0
Tsubulata_014823	0.974048333	1.0116675	0.571273667
Tsubulata_014824	0	0	0
Tsubulata_014825	4.469845333	3.9696865	3.278692667
Tsubulata_014826	0	0.0613505	0
Tsubulata_014827	19.036794	24.376918	25.48257167
Tsubulata_014831	0	0	0
Tsubulata_014833	0.8815	2.738037	1.813759
Tsubulata_014834	20.031693	28.7164205	15.22810633
Tsubulata_014835	0	0	0
Tsubulata_014836	0	0	0
Tsubulata_014837	10.081966	19.0576055	11.93771967
Tsubulata_014839	60.059212	54.4641855	73.612742
Tsubulata_014842	0	0	0
Tsubulata_014847	22.85500533	26.45854	21.70681767
Tsubulata_014852	266.8456623	299.8910675	181.876307
Tsubulata_014853	5.870866	9.2247175	5.292143333
Tsubulata_014854	6.566044	12.174815	6.654899667
Tsubulata_014855	0	0	0
Tsubulata_014856	11.46682333	13.85468	3.682125
Tsubulata_014858	51.44380567	44.809103	55.94777567
Tsubulata_014859	541.795217	754.332794	378.068298
Tsubulata_014861	8.310231333	11.8872195	7.108582
Tsubulata_014862	0	0	0
Tsubulata_014863	5.140002	5.525051	10.11546833
Tsubulata_014864	0	0	0
Tsubulata_014865	21.72125367	21.979394	26.077636
Tsubulata_014868	25.968412	32.1836195	25.246174
Tsubulata_014870	0	0.307337	0
Tsubulata_014871	0	0	0
Tsubulata_014873	170.264781	126.4117205	117.583855
Tsubulata_014874	25.383317	30.79327	28.756728
Tsubulata_014875	139.577662	142.5218275	159.141739
Tsubulata_014881	15.11386267	15.7027015	7.556586667
Tsubulata_014882	7.842541	9.812704	5.932473667
Tsubulata_014883	246.0021057	313.0661315	156.686157
Tsubulata_014885	82.76072433	133.67305	456.3351337
Tsubulata_014886	0	0	0
Tsubulata_014887	268.2026673	302.440521	257.5291187
Tsubulata_014888	37.56421667	73.964062	37.38867567
Tsubulata_014889	0	0	0
Tsubulata_014891	22.23325067	46.8779165	29.198979
Tsubulata_014892	5.004736	6.975379	4.920302667
Tsubulata_014893	0.803862	6.361747	1.867115
Tsubulata_014894	2510.838623	663.742859	538.1740723
Tsubulata_014895	15.75562467	11.088045	22.00122
Tsubulata_014896	0.671249	1.0869785	0.741242333
Tsubulata_014898	0.402780667	0.163933	0.113322
Tsubulata_014901	8.123179667	8.929485	5.863336667
Tsubulata_014902	8.038268333	10.428945	6.886911333
Tsubulata_014903	4.214057667	1.857892	1.455577667
Tsubulata_014904	22.03270533	16.865716	32.90840833
Tsubulata_014905	0.190759333	0.6739965	0.783046
Tsubulata_014906	2.201546333	2.2040555	2.228114
Tsubulata_014907	8.474942667	9.9833935	6.607155667
Tsubulata_014909	1.321541667	4.242644	5.171900667
Tsubulata_014910	0.072345	3.001752	0.267267
Tsubulata_014911	3.214876667	1.1825795	6.259048
Tsubulata_014912	0	0	0
Tsubulata_014913	0	0	0
Tsubulata_014914	0	0	0
Tsubulata_014915	0	0	0
Tsubulata_014916	8.472616333	13.697951	6.013461
Tsubulata_014917	2.649311667	6.722849	29.62767333
Tsubulata_014918	38.745772	24.119088	50.17297233
Tsubulata_014919	11.94010733	21.988879	33.70554367
Tsubulata_014920	5.259973667	7.534841	9.597453333
Tsubulata_014921	3.380884	6.6411715	4.265217
Tsubulata_014922	16.13360667	20.0153645	14.90586567
Tsubulata_014923	0	0	0
Tsubulata_014924	34.174158	76.5363845	34.25196833
Tsubulata_014925	69.67715467	38.9653775	8.487931667
Tsubulata_014926	3.243250333	1.647135	2.614631667
Tsubulata_014927	34.25922933	33.6707325	73.256081
Tsubulata_014928	29.41773533	26.9025	21.653358
Tsubulata_014929	0	0	0
Tsubulata_014930	12.978784	13.6742885	9.496402
Tsubulata_014931	0.045425667	0	0
Tsubulata_014932	357.0044963	258.33992	389.803131
Tsubulata_014933	2.704049667	2.253807	1.695927333
Tsubulata_014935	3.8835	4.16295	17.693052
Tsubulata_014937	0	0	0
Tsubulata_014938	6.010761	18.535183	4.381463
Tsubulata_014941	35.44817467	21.953266	29.212137
Tsubulata_014945	6.214601	6.3725835	3.43626
Tsubulata_014946	0	0	0
Tsubulata_014947	0.110534333	0.526429	0
Tsubulata_014948	41.094461	80.92675	53.975028
Tsubulata_014952	1.711981	0.9274865	1.841206333
Tsubulata_014953	44.37730267	18.3927605	22.05348367
Tsubulata_014954	0	0	0.098358333
Tsubulata_014956	33.21636533	39.123451	23.94706267
Tsubulata_014957	0.709483667	0.381229	0.514143333
Tsubulata_014958	21.67312233	11.8633005	12.03886633
Tsubulata_014959	220.377253	196.437973	192.072357
Tsubulata_014960	0	0	0
Tsubulata_014961	15.66525167	21.242853	16.088296
Tsubulata_014962	5.015653333	5.586956	6.588183333
Tsubulata_014964	4.916069333	6.8337745	5.923616333
Tsubulata_014965	11.79391333	39.982968	57.61640833
Tsubulata_014967	5.803507333	6.657466	5.778134667
Tsubulata_014968	0	0	0
Tsubulata_014971	65.68947233	79.844864	76.54127767
Tsubulata_014973	17.167098	12.804565	15.91887833
Tsubulata_014974	0.302182	0	0.097249
Tsubulata_014975	2.193192667	0.529528	0.720703333
Tsubulata_014976	0	0	0
Tsubulata_014977	12.70218067	15.310835	9.129528
Tsubulata_014978	34.896142	22.081495	10.49358733
Tsubulata_014979	10.53982933	20.4035595	13.98514733
Tsubulata_014980	0	0.3656925	0
Tsubulata_014981	11.751118	25.946414	12.48029467
Tsubulata_014986	191.913503	176.464119	161.8562317
Tsubulata_014988	0	0	0
Tsubulata_014990	0	0	0
Tsubulata_014991	3.850027333	0.634156	2.02478
Tsubulata_014994	141.5313873	187.7441405	203.643855
Tsubulata_014997	43.12834033	10.9772505	16.77107867
Tsubulata_014998	10.75172733	9.6655225	6.888646667
Tsubulata_015001	19.468371	0	0
Tsubulata_015004	0	0	0
Tsubulata_015012	0	0	0.170128
Tsubulata_015016	59.67889267	142.4679835	26.646756
Tsubulata_015019	13.48291	6.201017	3.252022333
Tsubulata_015020	18.749169	48.064354	32.403747
Tsubulata_015021	0.00003	0.000068	0.000137333
Tsubulata_015022	144.1557793	91.9999885	116.065226
Tsubulata_015024	6.737670667	7.3911795	11.37751233
Tsubulata_015025	357.5427753	311.3080905	248.1328583
Tsubulata_015026	1.966557	3.7676465	0.702856667
Tsubulata_015027	0	0	0
Tsubulata_015029	0.078774667	0.310173	0.186053
Tsubulata_015030	0	0	0
Tsubulata_015031	0	0	0
Tsubulata_015033	2.377654333	2.6019525	2.867336667
Tsubulata_015034	0	0	0
Tsubulata_015035	0.17557	0.369886	0.04543
Tsubulata_015036	2.609447333	4.6044945	1.707901667
Tsubulata_015040	8.768200333	23.123805	7.776149
Tsubulata_015045	1.656372667	2.710426	1.367892333
Tsubulata_015047	0	0	0
Tsubulata_015048	47.27852133	67.2650035	47.53046767
Tsubulata_015049	24.23756433	20.6122755	17.63760033
Tsubulata_015050	41.206168	12.9413785	14.50614333
Tsubulata_015053	0	0	0
Tsubulata_015054	0	0	0
Tsubulata_015055	0.424696667	0.685447	0.88326
Tsubulata_015062	35.79732667	44.5023595	32.88714567
Tsubulata_015063	14.07736567	15.5329	12.785208
Tsubulata_015064	288.6989237	200.548958	464.6942543
Tsubulata_015065	32.895871	47.089096	61.12009933
Tsubulata_015069	1.04424	1.1525265	0.538323333
Tsubulata_015070	1.95132	1.650421	3.204689333
Tsubulata_015072	0.149667	0.166362	0
Tsubulata_015073	0	0	0
Tsubulata_015075	0	0.2230005	0.458560333
Tsubulata_015076	0	0.224375	0.122445667
Tsubulata_015077	0	0	0
Tsubulata_015079	0	0	0
Tsubulata_015089	0	0	0
Tsubulata_015090	14.38869333	10.5578795	15.61886633
Tsubulata_015092	18.49452067	15.6441995	21.74688133
Tsubulata_015093	8.001006	11.404225	23.585305
Tsubulata_015095	32.620657	25.200382	29.08120133
Tsubulata_015096	10.46162567	18.6727545	7.666589667
Tsubulata_015097	3.292574667	5.236024	2.414188333
Tsubulata_015098	0.338599	1.0494745	0.285958667
Tsubulata_015101	0	0	0
Tsubulata_015102	0	0	0
Tsubulata_015105	6.06618	7.388104	5.754861333
Tsubulata_015106	0	0	0
Tsubulata_015110	0	0	0
Tsubulata_015111	29.89772533	14.287708	25.427444
Tsubulata_015113	0	0	0
Tsubulata_015114	0.031167	0	0
Tsubulata_015116	0	0	0
Tsubulata_015118	210.5005593	214.535568	172.5428823
Tsubulata_015120	9.607224	11.657122	7.787364
Tsubulata_015121	20.829785	19.153696	54.671584
Tsubulata_015122	3.135784333	9.7920385	1.812697667
Tsubulata_015123	0	0	0
Tsubulata_015124	0.187407	0	0.026865667
Tsubulata_015131	11.494272	12.463589	9.316574
Tsubulata_015132	0	0	0
Tsubulata_015133	0.026297667	0.04103	0.026005
Tsubulata_015134	0	0	0
Tsubulata_015136	39.22442	45.880287	50.39913267
Tsubulata_015137	0.767194667	2.5765205	0.570996333
Tsubulata_015138	7.156979	14.392545	8.754567333
Tsubulata_015139	66.46506267	36.750965	73.89880867
Tsubulata_015140	0	8.0688925	0
Tsubulata_015141	0.863893333	1.634537	0.526403333
Tsubulata_015142	9.035031667	6.456341	5.821671
Tsubulata_015143	2.945932333	2.1482025	2.042204333
Tsubulata_015144	3.362371333	14.1677285	2.874129333
Tsubulata_015145	70.07112633	97.9202345	75.93560267
Tsubulata_015146	0	0	0
Tsubulata_015147	3.699465333	3.2718125	2.832314667
Tsubulata_015148	12.664585	11.502286	8.822725
Tsubulata_015149	164.7498527	138.9589535	250.977249
Tsubulata_015151	7.933638667	12.0750065	6.981599
Tsubulata_015152	0.065923333	0.2065215	0
Tsubulata_015153	54.51920467	44.095379	51.483088
Tsubulata_015160	238.3878223	184.493805	278.495941
Tsubulata_015165	45.41801067	44.6025675	38.984244
Tsubulata_015167	12.62658233	25.718413	15.34263667
Tsubulata_015170	20.96275667	3.0341065	10.043068
Tsubulata_015172	0.123800667	0.424633	0
Tsubulata_015173	0.181147	0.0903315	0.759807667
Tsubulata_015174	164.0221253	129.8578455	194.927714
Tsubulata_015175	9.442878667	23.278577	7.091071333
Tsubulata_015176	505.7637637	278.7150425	307.336619
Tsubulata_015177	21.39466467	31.3887995	21.12267133
Tsubulata_015178	24.567859	27.696846	22.91759833
Tsubulata_015179	1.795320667	19.4807075	2.813426667
Tsubulata_015181	0	0	0
Tsubulata_015182	2.196086	0	0
Tsubulata_015183	0	0	0
Tsubulata_015184	0	0	0
Tsubulata_015185	13.05401333	15.6875795	9.995368
Tsubulata_015186	8.931832	20.496851	8.184959333
Tsubulata_015187	3.269709667	6.0382935	0.385459667
Tsubulata_015188	0	0	0.012042333
Tsubulata_015189	0	0	0
Tsubulata_015191	0	0	0
Tsubulata_015192	0.078244333	0.7692575	0.029031667
Tsubulata_015193	0.279475667	0.1762655	0.336515667
Tsubulata_015194	47.89880467	49.3772755	39.418593
Tsubulata_015195	62.27970767	62.1280535	65.452456
Tsubulata_015196	22.06074667	31.559823	34.553098
Tsubulata_015197	5.132129667	3.8411075	6.932880333
Tsubulata_015198	1.225771333	4.9857325	0.092071667
Tsubulata_015199	27.09636867	24.5515555	25.68442367
Tsubulata_015200	5.509814333	14.0380235	6.384232333
Tsubulata_015201	1.054631333	2.72675	1.095701667
Tsubulata_015202	97.37877933	110.791088	52.67888
Tsubulata_015203	1.212990667	3.2185025	1.400603
Tsubulata_015204	6.842484333	12.5649685	16.355304
Tsubulata_015205	2.101642667	0.295155	0.067975333
Tsubulata_015206	7.758495667	14.609966	6.691875667
Tsubulata_015208	27.46962033	39.413624	30.94229433
Tsubulata_015210	4.29108	5.8245625	2.352040667
Tsubulata_015211	6.188860333	4.3237765	8.927323667
Tsubulata_015212	32.652952	39.5957605	45.550579
Tsubulata_015213	18.64537833	14.9856305	8.761382333
Tsubulata_015214	202.015091	157.369614	94.984375
Tsubulata_015215	161.0647433	171.120941	87.918032
Tsubulata_015218	9.631704333	11.370606	6.559394
Tsubulata_015219	0	0	0
Tsubulata_015220	0.065617	0.1441315	0.117429667
Tsubulata_015221	1.960266333	4.4027135	1.850291
Tsubulata_015222	4.562702333	7.7415775	5.077879667
Tsubulata_015223	59.23218033	62.754694	59.60836533
Tsubulata_015224	22.46028267	20.3454685	19.26079933
Tsubulata_015225	0	0	0
Tsubulata_015231	177.4690347	212.346848	212.0979563
Tsubulata_015234	72.49324533	56.093338	44.78712467
Tsubulata_015235	44.56369267	47.3431225	38.036382
Tsubulata_015237	304.3634643	292.9434205	223.0809987
Tsubulata_015238	6.336729	5.365133	4.223352667
Tsubulata_015239	17.978198	23.2284765	16.45874867
Tsubulata_015240	29.68854333	34.104225	26.98208633
Tsubulata_015241	4.920886667	5.845823	6.846225
Tsubulata_015242	90.32853433	98.861897	142.7069497
Tsubulata_015243	26.69142167	14.5081575	39.09897367
Tsubulata_015244	0.756317	3.519386	1.060650333
Tsubulata_015246	0	0	0
Tsubulata_015248	0	0	4.070782
Tsubulata_015249	3.095028667	4.5253925	6.724915667
Tsubulata_015255	0	0	0
Tsubulata_015256	0	0	0
Tsubulata_015257	0	0.147995	0
Tsubulata_015258	0.023061333	0	0.068389333
Tsubulata_015259	7.562840667	9.753831	7.278602333
Tsubulata_015260	14.57159267	18.551179	12.54099767
Tsubulata_015263	3.710697667	5.714892	2.745953667
Tsubulata_015265	3.092401333	3.064446	3.192861667
Tsubulata_015266	2.756976667	3.931446	0.639210333
Tsubulata_015267	333.1031087	359.602417	217.526637
Tsubulata_015268	0	0	0
Tsubulata_015274	0	0	0
Tsubulata_015275	0	0	0
Tsubulata_015276	71.356439	82.3716045	79.39781433
Tsubulata_015277	18.92837033	19.775252	22.240608
Tsubulata_015278	21.16488	17.7908315	23.013718
Tsubulata_015279	0	0	0
Tsubulata_015280	7.23635	12.379383	7.509224667
Tsubulata_015281	0.120716667	1.7544615	0.239033333
Tsubulata_015283	2.48481	3.02338	2.169273667
Tsubulata_015285	0.203464667	0.722156	0.696666
Tsubulata_015286	4.656133333	4.9028065	2.819902667
Tsubulata_015287	353.7172747	406.046173	378.8886513
Tsubulata_015288	10.342478	11.5135995	9.204631
Tsubulata_015289	15.564303	24.6169835	23.59198867
Tsubulata_015290	39.40338633	44.654331	49.61163733
Tsubulata_015291	0	6.835379	6.860165
Tsubulata_015292	9.821701	16.026239	8.865796
Tsubulata_015295	0.913882	2.2124795	0.610222333
Tsubulata_015296	0	0	0
Tsubulata_015299	0.193432	0.5410615	0.302508
Tsubulata_015301	0	0	0
Tsubulata_015302	10.43066567	19.3572395	3.353367
Tsubulata_015303	136.8345157	72.2684515	124.5055747
Tsubulata_015304	0	0	0
Tsubulata_015308	56.339278	38.591303	52.84377033
Tsubulata_015310	9.052685333	5.263269	12.549123
Tsubulata_015311	15.034186	7.820692	15.56980233
Tsubulata_015312	9.718897667	16.0516745	20.05893367
Tsubulata_015313	0	0	0
Tsubulata_015314	22.719019	20.9208795	19.537533
Tsubulata_015317	618.9694213	477.719376	724.627319
Tsubulata_015318	152.3460337	149.4159165	135.429652
Tsubulata_015319	0	0	0
Tsubulata_015320	4.570744667	3.54272	4.214460667
Tsubulata_015321	11.68587867	22.168844	16.12793933
Tsubulata_015322	0	0	0
Tsubulata_015323	0	0.0381205	0.034428333
Tsubulata_015325	142.7954303	150.498665	80.32869967
Tsubulata_015326	0.241201667	1.072656	0.233097
Tsubulata_015328	30.09087067	53.9443245	21.04032167
Tsubulata_015329	1.158669667	2.7084285	0.198298
Tsubulata_015330	7.873851667	10.0596705	5.693338
Tsubulata_015331	0	0	0
Tsubulata_015334	7.715581667	15.882145	5.622554333
Tsubulata_015335	52.21777233	59.1052665	48.89683533
Tsubulata_015336	2.233023	2.0287655	6.813120333
Tsubulata_015337	0	0	0
Tsubulata_015338	0	0	0
Tsubulata_015339	5.346642667	7.0857415	7.174828667
Tsubulata_015341	10.75380933	17.605238	11.51748067
Tsubulata_015344	43.713885	45.405901	38.92278933
Tsubulata_015345	0	0.242857	0
Tsubulata_015346	88.92548333	66.644106	39.95107133
Tsubulata_015347	84.06869	57.3678345	70.571233
Tsubulata_015348	13.81817567	21.642515	25.24742733
Tsubulata_015352	13.520199	7.9314355	16.417272
Tsubulata_015353	27.017135	38.090702	34.03326867
Tsubulata_015354	0.012899667	0.251164	0
Tsubulata_015356	0.076288667	0.5014015	0.028062
Tsubulata_015357	16.10200033	15.772759	14.134401
Tsubulata_015358	0	0	0
Tsubulata_015360	21.69008267	31.717824	20.45900433
Tsubulata_015362	177.959254	154.968361	157.1062063
Tsubulata_015364	6.985976	21.982092	5.795309333
Tsubulata_015366	0	0	0
Tsubulata_015367	0	0	0
Tsubulata_015370	0	0	0
Tsubulata_015371	0	0	0
Tsubulata_015372	57.41110633	26.017867	67.26999433
Tsubulata_015373	103.6704637	99.8203925	75.89215067
Tsubulata_015374	1.014016333	0.566222	1.041730667
Tsubulata_015375	0	0.9913765	0
Tsubulata_015379	0	0.4324325	0
Tsubulata_015380	71.40461467	93.216263	35.57055433
Tsubulata_015381	3.079243333	2.2509365	2.161697333
Tsubulata_015384	0	0	0
Tsubulata_015385	1.441136667	2.291312	0.619610333
Tsubulata_015386	0	0	0
Tsubulata_015387	0.45052	1.747148	0.658937667
Tsubulata_015388	16.10052667	5.593449	2.821881333
Tsubulata_015391	194.400528	171.9432145	202.2927397
Tsubulata_015392	0	0	0
Tsubulata_015393	5.755358667	13.288374	5.464275
Tsubulata_015396	83.60931667	89.7069625	91.97596467
Tsubulata_015397	0.742991667	0.257114	0
Tsubulata_015398	0	0	0
Tsubulata_015402	56.53287	56.591137	47.75553
Tsubulata_015405	1.443835	2.088421	1.339538
Tsubulata_015406	1.234394333	2.284578	1.016791333
Tsubulata_015407	23.66809767	20.3541765	12.387539
Tsubulata_015408	0	0	0
Tsubulata_015409	0.799174333	7.9440805	3.090365333
Tsubulata_015411	23.53840267	20.662159	24.43212067
Tsubulata_015413	0	4.784009	0
Tsubulata_015414	0	0	0
Tsubulata_015415	22.372463	13.4323015	19.87414233
Tsubulata_015416	0.408013333	3.509132	1.027293333
Tsubulata_015417	0	0	0
Tsubulata_015418	0	0	0
Tsubulata_015419	12.167999	12.5434735	9.280541
Tsubulata_015421	17.53665067	16.5265785	18.10083033
Tsubulata_015422	13.852233	13.044304	8.598652333
Tsubulata_015423	11.79845133	17.0019725	13.496941
Tsubulata_015424	0	0	0
Tsubulata_015430	0.062772	0	0
Tsubulata_015431	0	0	0
Tsubulata_015435	0	0	0
Tsubulata_015436	6.101556667	6.6435355	5.165155
Tsubulata_015439	15.10201033	19.001311	22.645827
Tsubulata_015440	6.582214333	10.439368	7.366058667
Tsubulata_015441	11.953309	6.470024	8.599776333
Tsubulata_015443	33.919176	23.646618	36.597505
Tsubulata_015444	11.56437867	15.265585	8.792957
Tsubulata_015445	875.7785643	704.7065735	958.772868
Tsubulata_015449	0.489638	1.218887	0.189607
Tsubulata_015450	139.5253677	582.0542295	32.99609633
Tsubulata_015454	26.001183	38.2515145	23.57552333
Tsubulata_015455	0	0	0
Tsubulata_015456	0.059408333	0	0.046036
Tsubulata_015457	0	0	0
Tsubulata_015458	30.52134333	31.534601	34.35975167
Tsubulata_015463	0	0	0
Tsubulata_015470	39.453378	32.388814	28.42625433
Tsubulata_015471	0	0	0
Tsubulata_015473	11.72852	5.736741	8.574113
Tsubulata_015474	7.526722	9.821409	8.593890333
Tsubulata_015475	150.395116	181.75396	93.676768
Tsubulata_015476	0	0	0
Tsubulata_015478	19.60933733	19.304409	16.84967
Tsubulata_015479	0	0	0
Tsubulata_015481	0	0	0
Tsubulata_015482	3.498531333	9.386189	4.005584
Tsubulata_015483	0	0	0
Tsubulata_015484	512.511505	445.5727845	688.269531
Tsubulata_015486	8.900240333	16.4198025	7.907491
Tsubulata_015487	0	0	0
Tsubulata_015489	4.093222667	11.449903	7.548402667
Tsubulata_015491	0	0	0
Tsubulata_015493	2.273694667	6.2735235	1.414897333
Tsubulata_015494	0.273682	0.0469335	0
Tsubulata_015495	28.73962867	60.880516	23.666251
Tsubulata_015496	0.962269	0.9299075	0.315852
Tsubulata_015498	0	0	0
Tsubulata_015499	2.708912667	5.027852	1.506060667
Tsubulata_015501	0	0	0
Tsubulata_015502	0	0	0
Tsubulata_015505	0	0	0
Tsubulata_015506	3.477458667	3.3254215	2.070325667
Tsubulata_015507	0	0	0
Tsubulata_015508	0	0	0
Tsubulata_015512	77.28792533	79.1607205	49.62501767
Tsubulata_015513	0	0	0
Tsubulata_015515	38.784452	38.989794	34.16784033
Tsubulata_015516	64.958908	68.622322	81.79625967
Tsubulata_015521	20.35438967	22.7364365	22.57838433
Tsubulata_015522	0	0	0
Tsubulata_015526	12.431597	13.5241455	11.51990767
Tsubulata_015527	0.548654333	1.997364	0.799247333
Tsubulata_015528	5.994486333	6.1725405	5.862674333
Tsubulata_015530	26.64478767	49.4754105	23.76789167
Tsubulata_015531	0.020977667	0	0
Tsubulata_015534	7.204955667	10.621096	2.542882667
Tsubulata_015536	0	0	0
Tsubulata_015537	119.6023767	73.715641	48.91518533
Tsubulata_015539	5.653204	7.0010745	5.206921667
Tsubulata_015540	4.389924333	3.4253415	2.978517333
Tsubulata_015541	25.50522867	44.7046435	33.297459
Tsubulata_015543	81.095942	64.385969	111.965515
Tsubulata_015544	0	0	0
Tsubulata_015545	20.84291233	21.7258425	18.72551533
Tsubulata_015546	3.065272	1.5756215	6.024031667
