number	feature	id	pval	ScvWtSmorphqval
2	gene	MK814806.1:160744..162263	NA	NA
3	gene	MK814806.1:165250..166387	NA	NA
4	gene	MK814808.1:17956..18382	NA	NA
5	gene	MK890302.1:21835..21972	0.959230944551381	0.974379386537709
6	gene	MK890302.1:304670..304831	0.775286267382161	0.868213416107581
7	gene	MK890303.1:322420..322644	0.01337741063193	0.0990504673520268
8	gene	Tsubulata_000001	0.13206320351644	0.279617073551545
9	gene	Tsubulata_000003	0.612665041203486	0.744320582212972
10	gene	Tsubulata_000005	0.112052267951493	0.259240626350681
11	gene	Tsubulata_000006	0.0851536283625435	0.221344543589212
12	gene	Tsubulata_000008	NA	NA
13	gene	Tsubulata_000009	NA	NA
14	gene	Tsubulata_000010	NA	NA
15	gene	Tsubulata_000012	0.612665041203486	0.744320582212972
16	gene	Tsubulata_000013	0.000903077474609271	0.0495503152579147
17	gene	Tsubulata_000014	0.870847218044362	0.925619412476215
18	gene	Tsubulata_000017	0.301457543818811	0.472900668537193
19	gene	Tsubulata_000018	0.993903269020704	0.996088402623675
20	gene	Tsubulata_000019	NA	NA
21	gene	Tsubulata_000021	NA	NA
22	gene	Tsubulata_000022	NA	NA
23	gene	Tsubulata_000025	0.154597054063424	0.308651069199524
24	gene	Tsubulata_000026	0.131925260480685	0.279428362325201
25	gene	Tsubulata_000027	0.0104243312106609	0.0914210795300494
26	gene	Tsubulata_000028	0.0890764040749478	0.227065820985703
27	gene	Tsubulata_000030	0.00159790007121119	0.0566271557207473
28	gene	Tsubulata_000033	0.631296678752121	0.758387857734358
29	gene	Tsubulata_000034	0.20168268188608	0.364074049282818
30	gene	Tsubulata_000036	0.290145456044547	0.461465747913216
31	gene	Tsubulata_000037	0.624019174240386	0.752663679300929
32	gene	Tsubulata_000038	0.0188195153301116	0.112750404844889
33	gene	Tsubulata_000039	0.040019678879653	0.148019894916068
34	gene	Tsubulata_000040	0.856659360469549	0.916494394371733
35	gene	Tsubulata_000041	0.20252032216086	0.364863702671284
36	gene	Tsubulata_000042	0.872736416296949	0.92721335123528
37	gene	Tsubulata_000043	0.116463320063298	0.265531466199533
38	gene	Tsubulata_000044	0.00788336273233059	0.0840098855067039
39	gene	Tsubulata_000045	0.122105146047548	0.273476442811393
40	gene	Tsubulata_000046	0.0816205353865341	0.215592899699121
41	gene	Tsubulata_000047	NA	NA
42	gene	Tsubulata_000048	0.698204002342758	0.809367003434424
43	gene	Tsubulata_000049	0.063453694637587	0.188776571335124
44	gene	Tsubulata_000051	0.0130311969232992	0.0980212767023593
45	gene	Tsubulata_000054	0.541559732513844	0.696167721082037
46	gene	Tsubulata_000058	NA	NA
47	gene	Tsubulata_000059	NA	NA
48	gene	Tsubulata_000060	0.652542547100094	0.775030567552641
49	gene	Tsubulata_000061	NA	NA
50	gene	Tsubulata_000062	0.00434816756732448	0.0716235080276724
51	gene	Tsubulata_000063	0.0683609135730161	0.196544586032516
52	gene	Tsubulata_000065	0.437144887086247	0.606369725296786
53	gene	Tsubulata_000066	0.0159656724751387	0.105102874085498
54	gene	Tsubulata_000067	0.0352348269461342	0.141668749804752
55	gene	Tsubulata_000068	0.126425854705734	0.27617554063716
56	gene	Tsubulata_000069	0.471758899462391	0.636258051595325
57	gene	Tsubulata_000072	0.00984677589109606	0.0901053786689613
58	gene	Tsubulata_000073	0.0308975152212141	0.13803731774529
59	gene	Tsubulata_000074	0.0514029120005519	0.168495804555194
60	gene	Tsubulata_000075	0.0133514253800463	0.0988929843850904
61	gene	Tsubulata_000076	NA	NA
62	gene	Tsubulata_000077	0.418640594176152	0.589119832177688
63	gene	Tsubulata_000078	0.00209549193712355	0.0600232991205376
64	gene	Tsubulata_000079	0.776718424087498	0.868680054836378
65	gene	Tsubulata_000080	0.970892348512964	0.981308569616922
66	gene	Tsubulata_000081	0.00907993938553031	0.087378733175292
67	gene	Tsubulata_000082	0.330552910986463	0.50275700147739
68	gene	Tsubulata_000085	0.058542806440246	0.180420944774474
69	gene	Tsubulata_000086	0.421888035657071	0.591813378641264
70	gene	Tsubulata_000087	NA	NA
71	gene	Tsubulata_000089	NA	NA
72	gene	Tsubulata_000090	0.579434728672672	0.728034443378109
73	gene	Tsubulata_000091	NA	NA
74	gene	Tsubulata_000092	0.107427994693865	0.253563442225985
75	gene	Tsubulata_000093	0.146160903062445	0.298380441724126
76	gene	Tsubulata_000094	0.824757675204706	0.895248476455196
77	gene	Tsubulata_000096	0.1474902968627	0.300036412235072
78	gene	Tsubulata_000097	0.0297464925986279	0.136066913896392
79	gene	Tsubulata_000098	0.102315936866366	0.24637837392637
80	gene	Tsubulata_000099	0.0387823412488314	0.145609116140868
81	gene	Tsubulata_000100	0.460086533701569	0.626653692328715
82	gene	Tsubulata_000101	NA	NA
83	gene	Tsubulata_000102	NA	NA
84	gene	Tsubulata_000103	NA	NA
85	gene	Tsubulata_000104	NA	NA
86	gene	Tsubulata_000105	0.362705236641184	0.535040466836959
87	gene	Tsubulata_000107	0.488573408326324	0.650015595406046
88	gene	Tsubulata_000108	0.812662077943512	0.886613481394251
89	gene	Tsubulata_000109	0.43739812520114	0.606629229034077
90	gene	Tsubulata_000110	0.0777166427047979	0.210009997052715
91	gene	Tsubulata_000111	0.0091288065301417	0.0875031904567679
92	gene	Tsubulata_000112	0.0277933339541658	0.131972909097097
93	gene	Tsubulata_000113	0.148527302611917	0.301351621525813
94	gene	Tsubulata_000114	0.316019989203809	0.488030496708176
95	gene	Tsubulata_000116	0.92279180068153	0.950649342664782
96	gene	Tsubulata_000117	0.0170910120197176	0.107622051363802
97	gene	Tsubulata_000118	0.0409649564886672	0.149494286914525
98	gene	Tsubulata_000120	NA	NA
99	gene	Tsubulata_000124	0.086198860419179	0.222983457208212
100	gene	Tsubulata_000126	NA	NA
101	gene	Tsubulata_000129	0.229461918996845	0.396184224115423
102	gene	Tsubulata_000130	NA	NA
103	gene	Tsubulata_000131	0.00254398884439655	0.0624379972466627
104	gene	Tsubulata_000133	0.165151275462491	0.32137726404633
105	gene	Tsubulata_000134	0.0350033981735258	0.141668749804752
106	gene	Tsubulata_000135	0.0132082280925121	0.0983945449767945
107	gene	Tsubulata_000136	0.190180369827207	0.351201424474391
108	gene	Tsubulata_000139	0.030924845893624	0.13803731774529
109	gene	Tsubulata_000140	0.00118495604006785	0.0524205552830861
110	gene	Tsubulata_000141	0.0355029780826654	0.141668749804752
111	gene	Tsubulata_000142	0.312631639164311	0.484378073122243
112	gene	Tsubulata_000143	NA	NA
113	gene	Tsubulata_000144	0.137250502203593	0.286226333237906
114	gene	Tsubulata_000145	0.900037605255496	0.935299906019583
115	gene	Tsubulata_000146	0.0228666511499147	0.121605581527406
116	gene	Tsubulata_000147	0.0602183701748144	0.183465083147223
117	gene	Tsubulata_000148	NA	NA
118	gene	Tsubulata_000149	0.398137174691367	0.569671676295003
119	gene	Tsubulata_000151	NA	NA
120	gene	Tsubulata_000152	0.0041695497802593	0.0707542287509012
121	gene	Tsubulata_000156	0.00396369105750582	0.0701389348395271
122	gene	Tsubulata_000157	0.787696993096918	0.868680054836378
123	gene	Tsubulata_000162	NA	NA
124	gene	Tsubulata_000163	0.329806217264449	0.502184272795591
125	gene	Tsubulata_000165	0.647406993209344	0.771421595670345
126	gene	Tsubulata_000166	0.000397114359895645	0.0437191334158681
127	gene	Tsubulata_000170	NA	NA
128	gene	Tsubulata_000173	0.261261380472839	0.431425491770118
129	gene	Tsubulata_000175	0.862834113108647	0.920657872876818
130	gene	Tsubulata_000177	0.179510718903472	0.338294668243973
131	gene	Tsubulata_000179	NA	NA
132	gene	Tsubulata_000180	0.153410822739991	0.307158554572221
133	gene	Tsubulata_000185	0.138292249105154	0.287512410418994
134	gene	Tsubulata_000188	NA	NA
135	gene	Tsubulata_000189	NA	NA
136	gene	Tsubulata_000195	0.324717870339493	0.49662428867901
137	gene	Tsubulata_000197	0.0127477093994837	0.0973758617373589
138	gene	Tsubulata_000201	0.0518380157079776	0.169313294607567
139	gene	Tsubulata_000206	0.140928326080741	0.291030733660337
140	gene	Tsubulata_000207	NA	NA
141	gene	Tsubulata_000208	0.00504342859358542	0.0742988000051524
142	gene	Tsubulata_000209	0.628207351521241	0.755759033508257
143	gene	Tsubulata_000211	0.362831554302607	0.53505183158123
144	gene	Tsubulata_000216	0.0671775667343693	0.194885957209561
145	gene	Tsubulata_000220	0.0843363167603618	0.219819543337231
146	gene	Tsubulata_000221	0.981944704741821	0.988165211581861
147	gene	Tsubulata_000222	NA	NA
148	gene	Tsubulata_000224	0.60283698905222	0.744320582212972
149	gene	Tsubulata_000225	0.319805359343598	0.49182241144671
150	gene	Tsubulata_000226	0.0762155287197578	0.208186150390763
151	gene	Tsubulata_000227	0.0443636341641245	0.156031708283718
152	gene	Tsubulata_000232	0.323351306695236	0.495465419641308
153	gene	Tsubulata_000235	0.102563577584802	0.246666151847645
154	gene	Tsubulata_000238	0.0726411171267676	0.203149051084448
155	gene	Tsubulata_000239	0.142357644951952	0.293087624643838
156	gene	Tsubulata_000241	NA	NA
157	gene	Tsubulata_000243	NA	NA
158	gene	Tsubulata_000248	NA	NA
159	gene	Tsubulata_000250	NA	NA
160	gene	Tsubulata_000252	0.215864498639303	0.380771514715019
161	gene	Tsubulata_000254	0.179528974591966	0.338294668243973
162	gene	Tsubulata_000257	0.038113565911244	0.144443044206195
163	gene	Tsubulata_000258	0.973618412346919	0.982861033836796
164	gene	Tsubulata_000259	0.0245592635965761	0.125142490932802
165	gene	Tsubulata_000261	0.482876691360308	0.645272731565985
166	gene	Tsubulata_000263	NA	NA
167	gene	Tsubulata_000266	NA	NA
168	gene	Tsubulata_000267	0.00767764447579178	0.0833458465979542
169	gene	Tsubulata_000268	0.122542157301345	0.27423548521365
170	gene	Tsubulata_000269	NA	NA
171	gene	Tsubulata_000270	0.941697446025089	0.962961152911883
172	gene	Tsubulata_000271	0.0178270469409225	0.110034740132253
173	gene	Tsubulata_000273	0.200001199037653	0.362057527299707
174	gene	Tsubulata_000278	0.124784423520688	0.27617554063716
175	gene	Tsubulata_000279	0.0245993025266531	0.125169321689247
176	gene	Tsubulata_000280	0.0149692541337871	0.102943599038734
177	gene	Tsubulata_000281	0.698293775826545	0.809426323123649
178	gene	Tsubulata_000283	NA	NA
179	gene	Tsubulata_000284	0.124909235148064	0.27617554063716
180	gene	Tsubulata_000285	0.00877814211327754	0.0867180856588585
181	gene	Tsubulata_000286	NA	NA
182	gene	Tsubulata_000287	NA	NA
183	gene	Tsubulata_000288	NA	NA
184	gene	Tsubulata_000289	0.0365032312077389	0.141668749804752
185	gene	Tsubulata_000290	0.610557950913599	0.744320582212972
186	gene	Tsubulata_000291	0.0103827819778108	0.0912905674525566
187	gene	Tsubulata_000292	NA	NA
188	gene	Tsubulata_000293	0.000835344729328669	0.0487920435356347
189	gene	Tsubulata_000294	0.0853884711132804	0.221710210458846
190	gene	Tsubulata_000296	NA	NA
191	gene	Tsubulata_000297	0.580797593931997	0.729047874717751
192	gene	Tsubulata_000298	0.0132444374011049	0.0985880752090057
193	gene	Tsubulata_000299	NA	NA
194	gene	Tsubulata_000300	NA	NA
195	gene	Tsubulata_000301	0.0109587287181503	0.0928913807686478
196	gene	Tsubulata_000302	0.0273987019703184	0.131259625683255
197	gene	Tsubulata_000303	0.0876371146863115	0.224790539187433
198	gene	Tsubulata_000304	0.102584880645504	0.246666151847645
199	gene	Tsubulata_000305	0.0299755764038929	0.136524296614516
200	gene	Tsubulata_000306	NA	NA
201	gene	Tsubulata_000307	0.490433727187482	0.651663698459813
202	gene	Tsubulata_000308	0.0105382122548721	0.0915414266941843
203	gene	Tsubulata_000310	0.199608926449535	0.3618256897234
204	gene	Tsubulata_000314	NA	NA
205	gene	Tsubulata_000316	0.117193184860676	0.26661862789883
206	gene	Tsubulata_000317	0.70662859628623	0.816334914634233
207	gene	Tsubulata_000319	NA	NA
208	gene	Tsubulata_000321	0.887509337911269	0.927356154408084
209	gene	Tsubulata_000322	NA	NA
210	gene	Tsubulata_000323	0.0646891937172831	0.191024884249783
211	gene	Tsubulata_000325	0.1087413060079	0.255255395240082
212	gene	Tsubulata_000328	0.583002159223622	0.731071180287055
213	gene	Tsubulata_000329	0.708792327440406	0.81815844512264
214	gene	Tsubulata_000330	NA	NA
215	gene	Tsubulata_000331	0.784399260641741	0.868680054836378
216	gene	Tsubulata_000332	0.766099586170269	0.861867172187584
217	gene	Tsubulata_000333	0.0300713593221982	0.13666370473064
218	gene	Tsubulata_000334	NA	NA
219	gene	Tsubulata_000335	NA	NA
220	gene	Tsubulata_000336	0.601869837579658	0.744320582212972
221	gene	Tsubulata_000337	NA	NA
222	gene	Tsubulata_000339	0.00539547357595249	0.0760333907353144
223	gene	Tsubulata_000340	0.290813917422144	0.462255687873328
224	gene	Tsubulata_000341	0.465500915548073	0.631261856409489
225	gene	Tsubulata_000344	0.129454403592095	0.27617554063716
226	gene	Tsubulata_000346	0.158815162356533	0.313557070651466
227	gene	Tsubulata_000347	0.224909920352897	0.39094865734141
228	gene	Tsubulata_000348	0.00848275778277452	0.0857228664804814
229	gene	Tsubulata_000349	0.629503201098513	0.756666817072784
230	gene	Tsubulata_000350	NA	NA
231	gene	Tsubulata_000351	0.00880027678438555	0.0867180856588585
232	gene	Tsubulata_000353	0.0727499836668778	0.203251253967159
233	gene	Tsubulata_000354	0.821245548992413	0.892495357181752
234	gene	Tsubulata_000355	0.00070633384514629	0.046747644290526
235	gene	Tsubulata_000356	0.00945953301130253	0.0885126942052668
236	gene	Tsubulata_000357	NA	NA
237	gene	Tsubulata_000358	0.316847720035727	0.488812326543029
238	gene	Tsubulata_000359	0.00342175045787618	0.0679654830920076
239	gene	Tsubulata_000360	0.39131395658902	0.563175178841124
240	gene	Tsubulata_000361	0.896500465118493	0.932799992709258
241	gene	Tsubulata_000362	0.719672051697739	0.826259485986086
242	gene	Tsubulata_000365	0.628688980394458	0.756077858346334
243	gene	Tsubulata_000366	0.470560116923639	0.635337851015383
244	gene	Tsubulata_000367	0.14443211432891	0.295848100553182
245	gene	Tsubulata_000369	0.794570957137312	0.873236813428317
246	gene	Tsubulata_000370	0.0211379680593033	0.118301383939677
247	gene	Tsubulata_000371	0.0485514424272081	0.16355532582197
248	gene	Tsubulata_000372	0.00460312158394571	0.073089411385972
249	gene	Tsubulata_000373	0.169336011155852	0.326390919930789
250	gene	Tsubulata_000374	0.00794242162788472	0.0841985030915646
251	gene	Tsubulata_000375	NA	NA
252	gene	Tsubulata_000376	NA	NA
253	gene	Tsubulata_000377	NA	NA
254	gene	Tsubulata_000378	0.787696993096918	0.868680054836378
255	gene	Tsubulata_000379	0.04263310513831	0.152868259515257
256	gene	Tsubulata_000380	0.891322570609886	0.929857859856652
257	gene	Tsubulata_000381	NA	NA
258	gene	Tsubulata_000382	NA	NA
259	gene	Tsubulata_000388	0.35285225100856	0.525084014718507
260	gene	Tsubulata_000390	0.000466410985426879	0.0437191334158681
261	gene	Tsubulata_000391	NA	NA
262	gene	Tsubulata_000392	0.0865289100580157	0.223399458828475
263	gene	Tsubulata_000393	0.253784772792977	0.423407600463008
264	gene	Tsubulata_000397	0.507114765574345	0.666396535647581
265	gene	Tsubulata_000398	0.331434104107941	0.503392853037768
266	gene	Tsubulata_000400	0.950746036560475	0.968481595367335
267	gene	Tsubulata_000401	0.295371755259061	0.466775969253693
268	gene	Tsubulata_000403	0.0896292577851333	0.22789328319346
269	gene	Tsubulata_000404	0.00387384717484873	0.0699469378043212
270	gene	Tsubulata_000407	0.88750933791127	0.927356154408084
271	gene	Tsubulata_000408	0.57995817430457	0.728299374595313
272	gene	Tsubulata_000410	0.0365032312077389	0.141668749804752
273	gene	Tsubulata_000411	0.137130272797899	0.28603249679689
274	gene	Tsubulata_000412	0.623485030724557	0.752379253660565
275	gene	Tsubulata_000413	NA	NA
276	gene	Tsubulata_000414	0.243518502352342	0.412188357732897
277	gene	Tsubulata_000416	0.00903731057361046	0.0871942770191791
278	gene	Tsubulata_000421	0.16263682018507	0.318340343720386
279	gene	Tsubulata_000422	0.0150941566577434	0.103164723258221
280	gene	Tsubulata_000423	0.038393644916101	0.144928234067637
281	gene	Tsubulata_000424	0.565318888426158	0.716264155372092
282	gene	Tsubulata_000428	0.939160737443455	0.961256479887334
283	gene	Tsubulata_000431	0.874005467270868	0.927356154408084
284	gene	Tsubulata_000432	0.12151626898969	0.272754725374097
285	gene	Tsubulata_000433	NA	NA
286	gene	Tsubulata_000434	0.113202365789845	0.26105140308449
287	gene	Tsubulata_000439	0.787696993096918	0.868680054836378
288	gene	Tsubulata_000440	NA	NA
289	gene	Tsubulata_000441	NA	NA
290	gene	Tsubulata_000442	0.0209281939689163	0.117844205390992
291	gene	Tsubulata_000443	0.48783399945461	0.649504013470375
292	gene	Tsubulata_000444	NA	NA
293	gene	Tsubulata_000445	0.648928716315651	0.772759297574227
294	gene	Tsubulata_000446	0.896911992560463	0.933176943231312
295	gene	Tsubulata_000449	0.00695948715011496	0.0811964444395249
296	gene	Tsubulata_000450	0.0761294416307509	0.208021665566226
297	gene	Tsubulata_000451	0.194105236057912	0.35529400419336
298	gene	Tsubulata_000452	0.74828557770756	0.848151366429721
299	gene	Tsubulata_000454	NA	NA
300	gene	Tsubulata_000455	NA	NA
301	gene	Tsubulata_000456	0.335302299100598	0.507068477836748
302	gene	Tsubulata_000457	0.212170262749928	0.376332112976082
303	gene	Tsubulata_000458	0.0121829544561234	0.0958498594606595
304	gene	Tsubulata_000459	0.566544045688286	0.717469627614305
305	gene	Tsubulata_000460	0.0387456132122345	0.145531478627823
306	gene	Tsubulata_000461	NA	NA
307	gene	Tsubulata_000462	NA	NA
308	gene	Tsubulata_000464	0.00377031046342768	0.0691819400551538
309	gene	Tsubulata_000465	0.601768267307134	0.744320582212972
310	gene	Tsubulata_000469	0.66166498829224	0.782011787819861
311	gene	Tsubulata_000472	0.631569560397843	0.75858529682566
312	gene	Tsubulata_000473	0.787696993096918	0.868680054836378
313	gene	Tsubulata_000475	0.690177581712067	0.803304491059077
314	gene	Tsubulata_000483	0.107636346042641	0.253798104145747
315	gene	Tsubulata_000486	0.0321782269742694	0.140659837695113
316	gene	Tsubulata_000490	NA	NA
317	gene	Tsubulata_000494	0.126607982305604	0.27617554063716
318	gene	Tsubulata_000495	0.0326617158813063	0.141330403003019
319	gene	Tsubulata_000505	0.453524243055627	0.620713390290023
320	gene	Tsubulata_000510	0.160744751906417	0.315900347022087
321	gene	Tsubulata_000514	0.589705649845716	0.73586995291423
322	gene	Tsubulata_000516	0.820590589655	0.89215347511151
323	gene	Tsubulata_000518	0.101428522103951	0.245227104807766
324	gene	Tsubulata_000524	0.132564002566442	0.280271684796906
325	gene	Tsubulata_000528	0.226758499131906	0.393226841572688
326	gene	Tsubulata_000529	0.0322972456908948	0.140769267281724
327	gene	Tsubulata_000534	0.0325530747617462	0.141063323967567
328	gene	Tsubulata_000538	NA	NA
329	gene	Tsubulata_000539	0.151384407545893	0.304961843564501
330	gene	Tsubulata_000540	0.161966221515028	0.317454362714188
331	gene	Tsubulata_000542	0.233277661749833	0.400688015173022
332	gene	Tsubulata_000543	0.145507163038714	0.297605146411508
333	gene	Tsubulata_000544	0.0668845108189411	0.194548662416753
334	gene	Tsubulata_000545	0.368001819367726	0.54038026262758
335	gene	Tsubulata_000546	0.894648211104525	0.93179746379828
336	gene	Tsubulata_000547	0.022271839528851	0.120271665443876
337	gene	Tsubulata_000552	0.372243940418907	0.544284442273485
338	gene	Tsubulata_000553	0.000750173250423591	0.0476438612594563
339	gene	Tsubulata_000554	0.371018310176077	0.543129101710686
340	gene	Tsubulata_000556	0.550900214556993	0.703778883821469
341	gene	Tsubulata_000557	0.0294034927602445	0.135210929756484
342	gene	Tsubulata_000560	0.985961261009055	0.990495936477693
343	gene	Tsubulata_000561	0.746971006531996	0.847073443078764
344	gene	Tsubulata_000563	0.0269649497103531	0.130315414277029
345	gene	Tsubulata_000564	0.00479264926861234	0.0735573571355089
346	gene	Tsubulata_000565	0.879623577541543	0.927356154408084
347	gene	Tsubulata_000566	0.060232926486343	0.183466577717946
348	gene	Tsubulata_000568	0.0440593147976454	0.155613908032984
349	gene	Tsubulata_000569	0.801176512504161	0.878428883347107
350	gene	Tsubulata_000570	0.0136098528902281	0.0997152359382225
351	gene	Tsubulata_000574	0.2177954816481	0.382748361940917
352	gene	Tsubulata_000575	0.093724181710084	0.233937822487142
353	gene	Tsubulata_000576	0.328392598487772	0.500549858086072
354	gene	Tsubulata_000582	0.0557833305096234	0.175909330089311
355	gene	Tsubulata_000584	NA	NA
356	gene	Tsubulata_000585	NA	NA
357	gene	Tsubulata_000587	0.949906897135527	0.967943180004045
358	gene	Tsubulata_000590	0.14684495749809	0.299087769528964
359	gene	Tsubulata_000591	0.244654131672149	0.413288688232763
360	gene	Tsubulata_000592	0.0619531280835264	0.186330341764697
361	gene	Tsubulata_000593	0.123803816665133	0.275857840321788
362	gene	Tsubulata_000594	0.0202132643572527	0.115979268624139
363	gene	Tsubulata_000595	0.629259433242117	0.756503901826278
364	gene	Tsubulata_000596	NA	NA
365	gene	Tsubulata_000599	0.628760822826238	0.756077858346334
366	gene	Tsubulata_000600	NA	NA
367	gene	Tsubulata_000601	0.612665041203486	0.744320582212972
368	gene	Tsubulata_000603	NA	NA
369	gene	Tsubulata_000604	0.455276026034627	0.622176941470287
370	gene	Tsubulata_000605	0.185926692192338	0.346458438512499
371	gene	Tsubulata_000606	NA	NA
372	gene	Tsubulata_000607	NA	NA
373	gene	Tsubulata_000608	NA	NA
374	gene	Tsubulata_000609	0.0130938273556133	0.0980212767023593
375	gene	Tsubulata_000611	0.451910603297507	0.619003865748233
376	gene	Tsubulata_000612	0.743821729884354	0.844369740902178
377	gene	Tsubulata_000613	0.048106267399712	0.163041913868525
378	gene	Tsubulata_000616	NA	NA
379	gene	Tsubulata_000617	0.179387666541013	0.338210751636261
380	gene	Tsubulata_000618	0.0207570200922689	0.117373299892153
381	gene	Tsubulata_000619	0.620853592395894	0.750485904130369
382	gene	Tsubulata_000620	0.00570650318359744	0.0770530764218647
383	gene	Tsubulata_000621	0.00383384275018273	0.0697139631664741
384	gene	Tsubulata_000624	0.411543693800497	0.582722133790246
385	gene	Tsubulata_000625	NA	NA
386	gene	Tsubulata_000626	0.0326777296472778	0.141340617362576
387	gene	Tsubulata_000627	0.00231766714014936	0.0610133154348835
388	gene	Tsubulata_000629	0.111563411269888	0.258783255481209
389	gene	Tsubulata_000631	0.0805671812793447	0.214120814226436
390	gene	Tsubulata_000632	0.341614810592653	0.513499710632068
391	gene	Tsubulata_000634	NA	NA
392	gene	Tsubulata_000635	0.00239676474389605	0.0615903920523974
393	gene	Tsubulata_000639	0.62716160816486	0.754760776033572
394	gene	Tsubulata_000640	0.0213805406551746	0.118678165004909
395	gene	Tsubulata_000641	0.67678946841829	0.793266506083915
396	gene	Tsubulata_000642	0.000539405687870254	0.0457705464871005
397	gene	Tsubulata_000643	0.00133115712649801	0.0547351255688733
398	gene	Tsubulata_000644	0.0228258367448306	0.121591927356382
399	gene	Tsubulata_000645	0.0353244630134438	0.141668749804752
400	gene	Tsubulata_000646	0.0322585398277879	0.140710794843152
401	gene	Tsubulata_000647	0.766307210665023	0.861962015901452
402	gene	Tsubulata_000648	0.00778042193626227	0.0835364739060145
403	gene	Tsubulata_000649	0.00410373444960443	0.0704945350957194
404	gene	Tsubulata_000650	0.400914248901817	0.572551310033522
405	gene	Tsubulata_000651	0.0963896652180053	0.237451078330834
406	gene	Tsubulata_000653	0.0210464713947388	0.118213606644269
407	gene	Tsubulata_000654	0.0443441118788488	0.155989210197547
408	gene	Tsubulata_000655	NA	NA
409	gene	Tsubulata_000656	0.263396604574974	0.434006239300066
410	gene	Tsubulata_000657	0.146797303779523	0.299065699752001
411	gene	Tsubulata_000658	0.0331642234801124	0.141668749804752
412	gene	Tsubulata_000659	0.118051682271955	0.267903217052015
413	gene	Tsubulata_000660	0.61931421206348	0.749359475635264
414	gene	Tsubulata_000661	0.043619285567737	0.154789778146874
415	gene	Tsubulata_000662	0.285891984921675	0.456925993279161
416	gene	Tsubulata_000663	0.139862761411713	0.28985790117041
417	gene	Tsubulata_000664	0.160356869823195	0.315492888283221
418	gene	Tsubulata_000665	0.036863795892083	0.142356710140164
419	gene	Tsubulata_000668	NA	NA
420	gene	Tsubulata_000669	NA	NA
421	gene	Tsubulata_000670	NA	NA
422	gene	Tsubulata_000671	NA	NA
423	gene	Tsubulata_000672	NA	NA
424	gene	Tsubulata_000673	0.103486558938241	0.248036558292777
425	gene	Tsubulata_000676	0.0153587629323418	0.10375576672947
426	gene	Tsubulata_000678	0.0110298412910346	0.0929715666893519
427	gene	Tsubulata_000679	NA	NA
428	gene	Tsubulata_000681	NA	NA
429	gene	Tsubulata_000682	0.053229547481036	0.171773810637841
430	gene	Tsubulata_000683	0.0439431327338959	0.155422412961454
431	gene	Tsubulata_000684	0.0109748201113883	0.0929071469179253
432	gene	Tsubulata_000685	0.205879765870753	0.368761664862375
433	gene	Tsubulata_000686	0.00326177589532906	0.0676093207073657
434	gene	Tsubulata_000687	0.0365032312077389	0.141668749804752
435	gene	Tsubulata_000690	NA	NA
436	gene	Tsubulata_000691	0.338656105319579	0.51033272529258
437	gene	Tsubulata_000696	NA	NA
438	gene	Tsubulata_000698	NA	NA
439	gene	Tsubulata_000706	0.0312605216579926	0.138818695181374
440	gene	Tsubulata_000707	0.754682693631502	0.853418616338185
441	gene	Tsubulata_000713	NA	NA
442	gene	Tsubulata_000715	NA	NA
443	gene	Tsubulata_000717	NA	NA
444	gene	Tsubulata_000719	0.0949782009164328	0.235887468318925
445	gene	Tsubulata_000720	NA	NA
446	gene	Tsubulata_000721	NA	NA
447	gene	Tsubulata_000725	0.00340058277061472	0.0679654830920076
448	gene	Tsubulata_000726	0.132637868456839	0.280327130011495
449	gene	Tsubulata_000729	0.666034143810904	0.78491934814651
450	gene	Tsubulata_000730	0.149982978114585	0.303307268597236
451	gene	Tsubulata_000731	NA	NA
452	gene	Tsubulata_000744	0.315947943224763	0.487965855599916
453	gene	Tsubulata_000745	NA	NA
454	gene	Tsubulata_000750	NA	NA
455	gene	Tsubulata_000757	0.134096610665737	0.28214648094018
456	gene	Tsubulata_000758	0.0119437836330658	0.0952640543939737
457	gene	Tsubulata_000760	0.0298837923935045	0.136330377507541
458	gene	Tsubulata_000763	NA	NA
459	gene	Tsubulata_000764	NA	NA
460	gene	Tsubulata_000766	NA	NA
461	gene	Tsubulata_000767	0.88750933791127	0.927356154408084
462	gene	Tsubulata_000769	0.450262235475	0.617498287486938
463	gene	Tsubulata_000770	NA	NA
464	gene	Tsubulata_000771	NA	NA
465	gene	Tsubulata_000772	NA	NA
466	gene	Tsubulata_000775	0.312217061961699	0.483888963093117
467	gene	Tsubulata_000776	0.0331957968029067	0.141668749804752
468	gene	Tsubulata_000779	0.00344052330845013	0.0679654830920076
469	gene	Tsubulata_000781	0.996752237763221	0.998084180388431
470	gene	Tsubulata_000782	0.00156529442732423	0.0566271557207473
471	gene	Tsubulata_000785	0.00941209908844542	0.0884239721261703
472	gene	Tsubulata_000786	0.0063710181533555	0.0793824219393813
473	gene	Tsubulata_000787	0.0808740103058412	0.214528415193319
474	gene	Tsubulata_000789	0.05623739114097	0.176681148000422
475	gene	Tsubulata_000790	0.454536965886026	0.621568634094202
476	gene	Tsubulata_000795	0.479545902188023	0.642612348094367
477	gene	Tsubulata_000797	0.722686797208898	0.828853596399058
478	gene	Tsubulata_000798	NA	NA
479	gene	Tsubulata_000799	NA	NA
480	gene	Tsubulata_000800	0.0465642490953544	0.16017154515756
481	gene	Tsubulata_000801	0.105010465618387	0.250445687723329
482	gene	Tsubulata_000802	NA	NA
